"","ChEMBL ID","Name","Synonyms","Type","Max Phase","Molecular Weight","Targets"
"1062","CHEMBL519099","(+)-EUDESMIN","(+)-Eudesmin|(+)-Pinoresinol Dimethyl Ether","Small molecule",0,386.44,17
"1063","CHEMBL594886","PRENYLETIN 6-METHYL ETHER",NA,"Small molecule",0,260.29,3
"1064","CHEMBL556064",NA,NA,"Small molecule",0,580.67,3
"1065","CHEMBL21396","SKIMMIANINE","Skimmianine","Small molecule",0,259.26,43
"1066","CHEMBL457605","TAZETTINE","(+)-Tazettine","Small molecule",0,331.37,21
"1067","CHEMBL255516",NA,NA,"Small molecule",0,336.47,4
"1068","CHEMBL1641904",NA,NA,"Small molecule",0,358.39,6
"1069","CHEMBL168","OLEANOLIC_ACID","NSC-114945","Small molecule",0,456.71,197
"1070","CHEMBL1081328",NA,"(2R,3R)-Alpinone","Small molecule",0,286.28,5
"1071","CHEMBL278779","KOKUSAGININE","Kokusaginine","Small molecule",0,259.26,27
"1072","CHEMBL1774403",NA,NA,"Small molecule",0,466.57,4
"1073","CHEMBL23236","BETULIN","Betulin","Small molecule",0,442.73,154
"1074","CHEMBL457304",NA,NA,"Small molecule",0,464.38,2
"1075","CHEMBL445760","ARTOCHAMIN C","Artochamin C","Small molecule",0,352.34,10
"1076","CHEMBL3677268",NA,NA,"Small molecule",0,294.48,1
"1077","CHEMBL267963","(+)-PINORESINOL","(+)-Pinoresinol","Small molecule",0,358.39,18
"1078","CHEMBL1077284",NA,NA,"Small molecule",0,296.45,2
"1079","CHEMBL1835965","SARMENTOSUMIN D","Sarmentosumin D","Small molecule",0,786.88,2
"1080","CHEMBL3186162",NA,NA,"Small molecule",0,152.15,3
"1081","CHEMBL1969511",NA,NA,"Small molecule",0,386.36,58
"1082","CHEMBL486393","LUPENONE","Lupenone|Lupeone","Small molecule",0,424.71,38
"1083","CHEMBL480652",NA,NA,"Small molecule",0,198.22,2
"1084","CHEMBL235428","MAGNOFLORINE","Magnoflorine","Small molecule",0,342.42,11
"1085","CHEMBL517161","COWAXANTHONE","Cowaxanthone","Small molecule",0,410.47,10
"1086","CHEMBL1992900",NA,NA,"Small molecule",0,374.35,62
"1087","CHEMBL21396","SKIMMIANINE","Skimmianine","Small molecule",0,259.26,43
"1088","CHEMBL75978","5-DEMETHYLNOBILETIN","5-demethyl nobiletin|5-demethylnobiletin","Small molecule",0,388.37,70
"1089","CHEMBL3593384",NA,NA,"Small molecule",0,248.32,3
"1090","CHEMBL2036080",NA,NA,"Small molecule",0,722.91,6
"1091","CHEMBL1095348","CHIKUSETSUSAPONIN IVA","Chikusetsusaponin Iva","Small molecule",0,794.98,11
"1092","CHEMBL461908","LIPPSIDOQUINONE","Lippsidoquinone","Small molecule",0,466.53,3
"1093","CHEMBL454773","PARISIN","Parisin","Small molecule",0,656.94,2
"1094","CHEMBL596396","CASSIARIN A",NA,"Small molecule",0,213.24,9
"1095","CHEMBL1915212","DROSERONE","Droserone","Small molecule",0,204.18,1
"1096","CHEMBL1990053",NA,NA,"Small molecule",0,410.51,60
"1097","CHEMBL146710",NA,"2-Aminophenoxazinone","Small molecule",0,212.21,51
"1098","CHEMBL1234201",NA,NA,"Small molecule",0,103.12,1
"1099","CHEMBL388351",NA,"Ambrosanolide-B","Small molecule",0,364.44,2
"1100","CHEMBL1971693",NA,NA,"Small molecule",0,365.39,55
"1101","CHEMBL592172","GENTISIDE A",NA,"Small molecule",0,462.72,1
"1102","CHEMBL1915212","DROSERONE","Droserone","Small molecule",0,204.18,1
"1103","CHEMBL458847",NA,NA,"Small molecule",0,314.29,3
"1104","CHEMBL466334","XANTHOGALENOL","xanthogalenol","Small molecule",0,354.4,2
"1105","CHEMBL1901330",NA,NA,"Small molecule",0,436.37,3
"1106","CHEMBL460031","GENIPOSIDIC ACID","Geniposidic Acid","Small molecule",0,374.34,12
"1107","CHEMBL469670",NA,NA,"Small molecule",0,314.43,7
"1108","CHEMBL1080658",NA,"Epsilon-Cotonefuran","Small molecule",0,290.27,8
"1109","CHEMBL63970","DESOXYPODOPHYLLOTOXIN","(-)-Deoxypodophyllotoxin|4-Deoxypodophyllotoxin|Beta-Apopicropodophyllin|Deoxypodophyllotoxin|Desoxypodophyllotoxin","Small molecule",0,398.41,102
"1110","CHEMBL447335","STIGMASTEROL GLUCOSIDE","Stigmasterol glucoside","Small molecule",0,574.84,9
"1111","CHEMBL21396","SKIMMIANINE","Skimmianine","Small molecule",0,259.26,43
"1112","CHEMBL1672002","THYMOQUINONE","NSC-2228|P-CYMENE-2,5-DIONE|P-MENTHA-3,6-DIENE-2,5-DIONE|THYMOQUINON|THYMOQUINONE","Small molecule",2,164.2,30
"1113","CHEMBL1967321",NA,NA,"Small molecule",0,278.44,55
"1114","CHEMBL507001","DIOSCIN","Dioscin","Small molecule",0,869.06,60
"1115","CHEMBL459815","GEROQUINOL","GERANYLHYDROQUINONE|GEROQUINOL","Small molecule",0,246.35,17
"1116","CHEMBL87333","CIS-RESVERATROL","(Z)-Resveratrol|Cis-Resveratrol","Small molecule",0,228.25,54
"1117","CHEMBL518700","TAGITININ A",NA,"Small molecule",0,368.43,11
"1118","CHEMBL1991531",NA,NA,"Small molecule",0,400.38,36
"1119","CHEMBL485998","FRIEDELINE","Friedelin|Friedeline","Small molecule",0,426.73,25
"1120","CHEMBL376266","METHYL BETULONATE","Methyl Betulonate","Small molecule",0,468.72,19
"1121","CHEMBL2316499",NA,"N-Methylasimilobine","Small molecule",0,281.36,4
"1122","CHEMBL463545",NA,NA,"Small molecule",0,348.39,3
"1123","CHEMBL186478",NA,NA,"Small molecule",0,296.28,3
"1124","CHEMBL123","ELLIPTECINE","Ellipticine|TCMDC-125546","Small molecule",0,246.31,283
"1125","CHEMBL289191","LUPEOL","Clerodol|Fagarasterol|Farganasterol|Lupeol|Monogynol B","Small molecule",0,426.73,149
"1126","CHEMBL522983",NA,"NSC-19803","Small molecule",0,464.38,56
"1127","CHEMBL518045","SUMATROL","Sumatrol","Small molecule",0,410.42,3
"1128","CHEMBL184480","CORONARIDINE HYDROXYINDOLENINE","Coronaridine Hydroxyindolenine","Small molecule",0,354.45,10
"1129","CHEMBL404313","ASIATIC ACID","Asiatic acid","Small molecule",0,488.71,52
"1130","CHEMBL507971",NA,"8(12)-Drimene","Small molecule",0,206.37,5
"1131","CHEMBL1762125","LOBOCOMPACTOL A","Lobocompactol A","Small molecule",0,320.47,3
"1132","CHEMBL1098427","HIPPURISTANOL","Hippuristanol","Small molecule",0,462.67,15
"1133","CHEMBL1977780",NA,NA,"Small molecule",0,426.73,60
"1134","CHEMBL464778","MINIMIFLORIN","Minimiflorin","Small molecule",0,406.48,8
"1135","CHEMBL513223","CATALPOL","Catalpol","Small molecule",0,362.33,23
"1136","CHEMBL507001","DIOSCIN","Dioscin","Small molecule",0,869.06,60
"1137","CHEMBL447335","STIGMASTEROL GLUCOSIDE","Stigmasterol glucoside","Small molecule",0,574.84,9
"1138","CHEMBL457304",NA,NA,"Small molecule",0,464.38,2
"1139","CHEMBL1971693",NA,NA,"Small molecule",0,365.39,55
"1140","CHEMBL22533","DICTAMNINE","4-Methoxyfuro[2,3-B]Quinoline|Dictamine|Dictamnine","Small molecule",0,199.21,19
"1141","CHEMBL21396","SKIMMIANINE","Skimmianine","Small molecule",0,259.26,43
"1142","CHEMBL596222",NA,NA,"Small molecule",0,220.18,4
"1143","CHEMBL465683","MAOECRYSTAL P","Maoecrystal P","Small molecule",0,342.39,7
"1144","CHEMBL1760596",NA,NA,"Small molecule",0,226.23,4
"1145","CHEMBL518690","JUSTICINOL","Justicinol","Small molecule",0,410.38,3
"1146","CHEMBL1241050",NA,NA,"Small molecule",0,236.27,8
"1147","CHEMBL1984821",NA,NA,"Small molecule",0,372.33,58
"1148","CHEMBL224481","CABRALEONE","Cabraleone","Small molecule",0,458.73,11
"1149","CHEMBL168","OLEANOLIC_ACID","NSC-114945","Small molecule",0,456.71,197
"1150","CHEMBL19612","SPERMIDINE","Spermidine","Small molecule",0,145.25,77
"1151","CHEMBL1980572",NA,NA,"Small molecule",0,430.45,59
"1152","CHEMBL3814584",NA,NA,"Small molecule",0,343.83,2
"1153","CHEMBL312750","EUPATILIN","EUPATILIN|NSC-122413","Small molecule",0,344.32,26
"1154","CHEMBL311226","CASTANOSPERMINE","CASTANOSPERMINE|NSC-625381","Small molecule",0,189.21,78
"1155","CHEMBL1987381",NA,NA,"Small molecule",0,275.35,56
"1156","CHEMBL521296",NA,"NSC-83279","Small molecule",0,432.43,63
"1157","CHEMBL509181",NA,NA,"Small molecule",0,404.51,3
"1158","CHEMBL376915",NA,NA,"Small molecule",0,340.38,15
"1159","CHEMBL1278089","CHOLESTAN-3beta,5alpha,6beta-TRIOL","3Beta,5Alpha,6Beta-Trihydroxycholestanol","Small molecule",0,420.68,17
"1160","CHEMBL241608","CALYCOSIN","Calycosin","Small molecule",0,284.27,34
"1161","CHEMBL393417","DEGUELIN","Deguelin","Small molecule",0,394.42,49
"1162","CHEMBL447335","STIGMASTEROL GLUCOSIDE","Stigmasterol glucoside","Small molecule",0,574.84,9
"1163","CHEMBL483414","PYRAMIDATINE","Pyramidatine","Small molecule",0,322.41,8
"1164","CHEMBL165","RESVERATROL","(E)-RESVERATROL|3,5,4'-Trihydroxy-trans-stilbene|BIA 6-512|BIA-6-512|BIOFORT|CA 1201|CUSPIDATIN|MELINJO RESVERATROL 20|NSC-327430|POLYGONIN|RESVERATROL|RESVERATROL P 5|RESVERATROL(E)-FORM|RESVIDA|SRT 501M|TRANS-RESVERATROL","Small molecule",3,228.25,451
"1165","CHEMBL524903",NA,"3-(Hydroxyacetyl)Indole|3-(Hydroxylacetyl)-Indole","Small molecule",0,175.19,9
"1166","CHEMBL479474",NA,"NSC-672120","Small molecule",0,262.3,61
"1167","CHEMBL445279","(+)-MAACKIAIN",NA,"Small molecule",0,284.27,10
"1168","CHEMBL2419312",NA,NA,"Small molecule",0,400.51,3
"1169","CHEMBL1631979",NA,"7-Nor-Ergosterolide","Small molecule",0,414.63,6
"1170","CHEMBL225700","ARTEMETIN","Artemetin|Artemisetin","Small molecule",0,388.37,21
"1171","CHEMBL465497","EXODECONOLIDE A",NA,"Small molecule",0,468.59,3
"1172","CHEMBL452751","PHELLOPTERIN","Phellopterin","Small molecule",0,300.31,32
"1173","CHEMBL2333577",NA,"1Beta-P-Coumaroyloxypolygodial","Small molecule",0,396.48,2
"1174","CHEMBL61673",NA,NA,"Small molecule",0,222.2,4
"1175","CHEMBL2037039","BRUCEINE H","Bruceine H","Small molecule",0,426.42,5
"1176","CHEMBL306946","TRYPTANTHRIN","GNF-Pf-2691|TCMDC-125859","Small molecule",0,248.24,139
"1177","CHEMBL400807",NA,NA,"Small molecule",0,414.63,5
"1178","CHEMBL2036658",NA,"3Alpha-Hydroxymasticadienonic Acid","Small molecule",0,456.71,4
"1179","CHEMBL1993326",NA,NA,"Small molecule",0,518.69,61
"1180","CHEMBL239075","EUSCAPHIC ACID","Euscaphic Acid","Small molecule",0,488.71,28
"1181","CHEMBL446299","NOOTKATONE","(+)-Nootkatone|Nootkatone","Small molecule",0,218.34,12
"1182","CHEMBL488313",NA,NA,"Small molecule",0,554.68,72
"1183","CHEMBL239077","TOMENTIC ACID","Tomentic Acid|Tormentic Acid","Small molecule",0,488.71,22
"1184","CHEMBL485998","FRIEDELINE","Friedelin|Friedeline","Small molecule",0,426.73,25
"1185","CHEMBL519724","PALLIDISETIN A",NA,"Small molecule",0,342.39,2
"1186","CHEMBL513223","CATALPOL","Catalpol","Small molecule",0,362.33,23
"1187","CHEMBL457820","DICHOTOMINE B",NA,"Small molecule",0,272.26,1
"1188","CHEMBL519933","DENDRONPHOLIDE G","Dendronpholide G","Small molecule",0,424.53,1
"1189","CHEMBL312750","EUPATILIN","EUPATILIN|NSC-122413","Small molecule",0,344.32,26
"1190","CHEMBL233930","ASTRAGALIN","Astragalin|Kaempferol 3-O-Glucoside","Small molecule",0,448.38,66
"1191","CHEMBL595798","AYAPIN","Ayapin","Small molecule",0,190.15,1
"1192","CHEMBL591728",NA,NA,"Small molecule",0,356.37,3
"1193","CHEMBL1171146","SARSASAPOGENIN","Sarsasapogenin","Small molecule",0,416.65,16
"1194","CHEMBL187460","CRYPTOTANSHINONE","Cryptotanshinone","Small molecule",0,296.37,144
"1195","CHEMBL22533","DICTAMNINE","4-Methoxyfuro[2,3-B]Quinoline|Dictamine|Dictamnine","Small molecule",0,199.21,19
"1196","CHEMBL2011539","PLUVIATILOL","Pluviatilol","Small molecule",0,356.37,5
"1197","CHEMBL289191","LUPEOL","Clerodol|Fagarasterol|Farganasterol|Lupeol|Monogynol B","Small molecule",0,426.73,149
"1198","CHEMBL513223","CATALPOL","Catalpol","Small molecule",0,362.33,23
"1199","CHEMBL495821",NA,NA,"Small molecule",0,374.35,4
"1200","CHEMBL469708",NA,"2,3,9-Trimethoxypterocarpan","Small molecule",0,314.34,8
"1201","CHEMBL1086907",NA,NA,"Small molecule",0,520.53,2
"1202","CHEMBL1977780",NA,NA,"Small molecule",0,426.73,60
"1203","CHEMBL225815","CYCLOARTENOL","Cycloartenol","Small molecule",0,426.73,64
"1204","CHEMBL1241050",NA,NA,"Small molecule",0,236.27,8
"1205","CHEMBL445760","ARTOCHAMIN C","Artochamin C","Small molecule",0,352.34,10
"1206","CHEMBL273019","BERGENIN","BERGENIN|BERGENINUM|NSC-661749|NSC-757796|YANBAICAISU","Small molecule",0,328.27,39
"1207","CHEMBL464404","CASTANIN","Afromosin|Afrormosin|Castanin","Small molecule",0,298.29,27
"1208","CHEMBL3138641",NA,NA,"Small molecule",0,410.69,2
"1209","CHEMBL1971343",NA,NA,"Small molecule",0,271.32,59
"1210","CHEMBL594886","PRENYLETIN 6-METHYL ETHER",NA,"Small molecule",0,260.29,3
"1211","CHEMBL447731","CARPESTEROL","Carpesterol","Small molecule",0,562.84,1
"1212","CHEMBL518262","ERYTHRALINE","Erythraline","Small molecule",0,297.35,1
"1213","CHEMBL2375662",NA,NA,"Small molecule",0,838.94,3
"1214","CHEMBL251254","HYPEROSIDE","Hyperoside","Small molecule",0,464.38,65
"1215","CHEMBL452952","WITHAPHYSACARPIN","Withaphysacarpin","Small molecule",0,488.62,6
"1216","CHEMBL485998","FRIEDELINE","Friedelin|Friedeline","Small molecule",0,426.73,25
"1217","CHEMBL63970","DESOXYPODOPHYLLOTOXIN","(-)-Deoxypodophyllotoxin|4-Deoxypodophyllotoxin|Beta-Apopicropodophyllin|Deoxypodophyllotoxin|Desoxypodophyllotoxin","Small molecule",0,398.41,102
"1218","CHEMBL465860",NA,"Eudesmane-4Alpha,11-Diol","Small molecule",0,240.39,2
"1219","CHEMBL278779","KOKUSAGININE","Kokusaginine","Small molecule",0,259.26,27
"1220","CHEMBL516995","CRASSOCOLIDE D","Crassocolide D","Small molecule",0,334.46,4
"1221","CHEMBL3138641",NA,NA,"Small molecule",0,410.69,2
"1222","CHEMBL1985918",NA,NA,"Small molecule",0,360.32,60
"1223","CHEMBL185","FLUOROURACIL","5 FU|5-FLUORURACIL|5-FU|5-Fluorouracil|5.F.U.|ACCUSITE|ACTIKERALL|Adrucil|Carac|EFUDIX|Efudex|FLUORO-URACIL ROCHE|FLUOROURACIL|FLUOROURACILUM|FLUOROURICIL|FLURACIL|Fluoroplex|NSC-19893|PHTHORURACIL|QUEROPLEX|RO 2-9757|RO-2-9757|RO-29757|TOLAK","Small molecule",4,130.08,485
"1224","CHEMBL491174","PRUNETIN","Prunetin","Small molecule",0,284.27,27
"1225","CHEMBL551160","CUCURBITACIN G","Cucurbitacin G","Small molecule",0,534.69,5
"1226","CHEMBL168","OLEANOLIC_ACID","NSC-114945","Small molecule",0,456.71,197
"1227","CHEMBL2007304",NA,NA,"Small molecule",0,284.31,54
"1228","CHEMBL487214","DEHYDROPODOPHYLLOTOXIN","Dehydropodophyllotoxin","Small molecule",0,410.38,15
"1229","CHEMBL456557",NA,NA,"Small molecule",0,366.41,4
"1230","CHEMBL498129",NA,NA,"Small molecule",0,506.55,7
"1231","CHEMBL1975384",NA,NA,"Small molecule",0,389.28,56
"1232","CHEMBL522983",NA,"NSC-19803","Small molecule",0,464.38,56
"1233","CHEMBL399334",NA,NA,"Small molecule",0,696.79,2
"1234","CHEMBL267963","(+)-PINORESINOL","(+)-Pinoresinol","Small molecule",0,358.39,18
"1235","CHEMBL1984754",NA,NA,"Small molecule",0,458.73,54
"1236","CHEMBL51628","UMBELLIFERONE","NSC-019790","Small molecule",0,162.14,171
"1237","CHEMBL505789","HORDENINE","Hordenine","Small molecule",0,165.24,7
"1238","CHEMBL476112",NA,NA,"Small molecule",0,238.37,3
"1239","CHEMBL445279","(+)-MAACKIAIN",NA,"Small molecule",0,284.27,10
"1240","CHEMBL1223851",NA,NA,"Small molecule",0,328.32,3
"1241","CHEMBL147741","3-FORMYLINDOLE","3-Formylindole|Indole-3-Carboxaldehyde","Small molecule",0,145.16,31
"1242","CHEMBL257490","HENTRIACONTANE","Hentriacontane|N-Hentriacontane","Small molecule",0,436.85,2
"1243","CHEMBL514883","KNIPHOLONE","(+)-M-Knipholone|Knipholone","Small molecule",0,434.4,10
"1244","CHEMBL501870","CONIFERYL ALCOHOL","Trans-Coniferyl Alcohol","Small molecule",0,180.2,22
"1245","CHEMBL3593379",NA,NA,"Small molecule",0,248.32,3
"1246","CHEMBL465860",NA,"Eudesmane-4Alpha,11-Diol","Small molecule",0,240.39,2
"1247","CHEMBL3289101",NA,NA,"Small molecule",0,440.71,3
"1248","CHEMBL512154","MARITINONE","Maritinone","Small molecule",0,374.35,15
"1249","CHEMBL451983","ENCECALIN","Encecalin","Small molecule",0,232.28,17
"1250","CHEMBL53439","DEMETHOXYMATTEUCINOL","6,8-Dimethylpinocembrin|Demethoxymatteucinol","Small molecule",0,284.31,27
"1251","CHEMBL445279","(+)-MAACKIAIN",NA,"Small molecule",0,284.27,10
"1252","CHEMBL461614","DALBERATIN B",NA,"Small molecule",0,316.35,2
"1253","CHEMBL241608","CALYCOSIN","Calycosin","Small molecule",0,284.27,34
"1254","CHEMBL289191","LUPEOL","Clerodol|Fagarasterol|Farganasterol|Lupeol|Monogynol B","Small molecule",0,426.73,149
"1255","CHEMBL74272",NA,NA,"Small molecule",0,374.35,61
"1256","CHEMBL393417","DEGUELIN","Deguelin","Small molecule",0,394.42,49
"1257","CHEMBL479020",NA,"Alpha-Zingiberene","Small molecule",0,204.36,2
"1258","CHEMBL1987381",NA,NA,"Small molecule",0,275.35,56
"1259","CHEMBL117","CHRYSIN","NSC-407436","Small molecule",0,254.24,245
"1260","CHEMBL3814584",NA,NA,"Small molecule",0,343.83,2
"1261","CHEMBL484679","VERNOFLEXIN","Vernoflexin","Small molecule",0,328.41,1
"1262","CHEMBL505347","ASPARANIN A",NA,"Small molecule",0,740.93,5
"1263","CHEMBL400538","COMAPARVIN","Comaparvin","Small molecule",0,300.31,5
"1264","CHEMBL47386","EPIGALLOCATECHIN","(-)-Epigallocatechin|Epigallocatechin","Small molecule",0,306.27,116
"1265","CHEMBL483012","CANOPHYLLOL","Canophyllol","Small molecule",0,442.73,8
"1266","CHEMBL485998","FRIEDELINE","Friedelin|Friedeline","Small molecule",0,426.73,25
"1267","CHEMBL518542","SPATHULENOL","(+)-Spathulenol|Spathulenol|Spatulenol","Small molecule",0,220.36,18
"1268","CHEMBL519099","(+)-EUDESMIN","(+)-Eudesmin|(+)-Pinoresinol Dimethyl Ether","Small molecule",0,386.44,17
"1269","CHEMBL1095074",NA,NA,"Small molecule",0,285.3,3
"1270","CHEMBL507354",NA,NA,"Small molecule",0,198.22,2
"1271","CHEMBL1998369",NA,NA,"Small molecule",0,360.32,62
"1272","CHEMBL3577084",NA,NA,"Small molecule",0,356.42,4
"1273","CHEMBL89905","4'-DEMETHYLDEOXYPODOPHYLLOTOXIN","4'-Demethyldeoxypodophyllotoxin|4-Demethyl-Deoxypodophyllotoxin","Small molecule",0,384.38,34
"1274","CHEMBL1081584","LOGANIN","Loganin","Small molecule",0,390.39,15
"1275","CHEMBL485777","CUDRAFLAVONE C","Cudraflavone C","Small molecule",0,422.48,14
"1276","CHEMBL253984",NA,"16-Epikopsinine","Small molecule",0,338.45,2
"1277","CHEMBL518390",NA,"30-Hydroxylupeol","Small molecule",0,442.73,6
"1278","CHEMBL234932",NA,"3',4',6,7-Tetramethoxyisoflavone|6,7,3',4'-Tetramethoxyisoflavone","Small molecule",0,342.35,4
"1279","CHEMBL55659","ANTHRAQUINONE","9,10-Anthraquinone|Anthracene-9,10-Dione|Anthraquinone","Small molecule",0,208.22,44
"1280","CHEMBL220075","SUBAMOLIDE B","Subamolide B","Small molecule",0,340.5,1
"1281","CHEMBL452224",NA,NA,"Small molecule",0,380.52,2
"1282","CHEMBL480648","BRITANNILACTONE","Britannilactone","Small molecule",0,266.34,4
"1283","CHEMBL1958058",NA,NA,"Small molecule",0,379.46,3
"1284","CHEMBL451919","Primin",NA,"Small molecule",0,208.26,8
"1285","CHEMBL538942",NA,NA,"Small molecule",0,604.83,1
"1286","CHEMBL463545",NA,NA,"Small molecule",0,348.39,3
"1287","CHEMBL491366","CHRYSOSPLENOL D","Chrysosplenol D|Quercetagetin 3,6,7-Trimethyl Ether","Small molecule",0,360.32,9
"1288","CHEMBL2036080",NA,NA,"Small molecule",0,722.91,6
"1289","CHEMBL289191","LUPEOL","Clerodol|Fagarasterol|Farganasterol|Lupeol|Monogynol B","Small molecule",0,426.73,149
"1290","CHEMBL327101","MERIDINE","Meridine","Small molecule",0,299.29,26
"1291","CHEMBL1835962","SARMENTOSUMIN A","Sarmentosumin A","Small molecule",0,680.75,2
"1292","CHEMBL233930","ASTRAGALIN","Astragalin|Kaempferol 3-O-Glucoside","Small molecule",0,448.38,66
"1293","CHEMBL22533","DICTAMNINE","4-Methoxyfuro[2,3-B]Quinoline|Dictamine|Dictamnine","Small molecule",0,199.21,19
"1294","CHEMBL32749","FERULATE","Ferulic acid","Small molecule",0,194.19,268
"1295","CHEMBL2007304",NA,NA,"Small molecule",0,284.31,54
"1296","CHEMBL428955","NONACOSANE","Nonacosane","Small molecule",0,408.8,1
"1297","CHEMBL219035","SECOSUBAMOLIDE","Secosubamolide","Small molecule",0,340.5,1
"1298","CHEMBL478772","TOTARAL","Totaral","Small molecule",0,300.44,14
"1299","CHEMBL464115","ORTHOSIPHONONE C","Orthosiphonone C","Small molecule",0,528.6,1
"1300","CHEMBL1278178",NA,NA,"Small molecule",0,448.73,1
"1301","CHEMBL3582003",NA,NA,"Small molecule",0,496.6,7
"1302","CHEMBL464649","EPIFRIEDELINOL","3Beta-Friedelanol|3Beta-Hydroxyfriedelane","Small molecule",0,428.75,11
"1303","CHEMBL491989","OXYAYANIN A",NA,"Small molecule",0,360.32,1
"1304","CHEMBL2047365","TEHUANINE F","tehuanine F","Small molecule",0,372.37,2
"1305","CHEMBL522112",NA,"NSC-176323","Small molecule",0,378.38,75
"1306","CHEMBL475560",NA,"7Alpha,20-Dihydroxyannonene","Small molecule",0,318.46,1
"1307","CHEMBL1669577",NA,NA,"Small molecule",0,329.44,10
"1308","CHEMBL22533","DICTAMNINE","4-Methoxyfuro[2,3-B]Quinoline|Dictamine|Dictamnine","Small molecule",0,199.21,19
"1309","CHEMBL503702","NEOBRITANNILACTONE B","neobritannilactone B","Small molecule",0,248.32,4
"1310","CHEMBL1971693",NA,NA,"Small molecule",0,365.39,55
"1311","CHEMBL468548","ADENANTHIN K","Adenanthin K","Small molecule",0,492.57,7
"1312","CHEMBL24171","BERGAPTEN","5-METHOXYPSORALEN|BERGAPTAN|BERGAPTEN|BERGAPTENE|Bergapten|GERALEN|HERACLIN|MAJUDIN|METHOXSALEN RELATED COMPOUND A|NSC-95437","Small molecule",4,216.19,119
"1313","CHEMBL463545",NA,NA,"Small molecule",0,348.39,3
"1314","CHEMBL462716","CRATOXYARBORENONE E","cratoxyarborenone E","Small molecule",0,410.47,1
"1315","CHEMBL2375660",NA,NA,"Small molecule",0,560.64,3
"1316","CHEMBL278779","KOKUSAGININE","Kokusaginine","Small molecule",0,259.26,27
"1317","CHEMBL312750","EUPATILIN","EUPATILIN|NSC-122413","Small molecule",0,344.32,26
"1318","CHEMBL241609","OROBOL","Orobol","Small molecule",0,286.24,11
"1319","CHEMBL400927","ELEPHANTOPIN","Elephantopin","Small molecule",0,360.36,59
"1320","CHEMBL390965",NA,"24-Methylenepollinastanol","Small molecule",0,412.7,3
"1321","CHEMBL479474",NA,"NSC-672120","Small molecule",0,262.3,61
"1322","CHEMBL486997","BIGELOVIN","6-O-Acetylmexicanin|Bigelovin","Small molecule",0,304.34,10
"1323","CHEMBL303104",NA,NA,"Small molecule",0,552.79,1
"1324","CHEMBL464966","IZALPININ","Izalpinin","Small molecule",0,284.27,9
"1325","CHEMBL238188","OSAJIN",NA,"Small molecule",0,404.46,71
"1326","CHEMBL448549","TAXUSPINE Z","taxuspine Z","Small molecule",0,653.81,1
"1327","CHEMBL485998","FRIEDELINE","Friedelin|Friedeline","Small molecule",0,426.73,25
"1328","CHEMBL505347","ASPARANIN A",NA,"Small molecule",0,740.93,5
"1329","CHEMBL220854",NA,NA,"Small molecule",0,1061.27,23
"1330","CHEMBL2000522",NA,NA,"Small molecule",0,355.39,51
"1331","CHEMBL289191","LUPEOL","Clerodol|Fagarasterol|Farganasterol|Lupeol|Monogynol B","Small molecule",0,426.73,149
"1332","CHEMBL212948","DAMNACANTHAL","Damnacanthal","Small molecule",0,282.25,28
"1333","CHEMBL146710",NA,"2-Aminophenoxazinone","Small molecule",0,212.21,51
"1334","CHEMBL1971693",NA,NA,"Small molecule",0,365.39,55
"1335","CHEMBL325222",NA,NA,"Small molecule",0,756.9,3
"1336","CHEMBL3109461",NA,NA,"Small molecule",0,460.74,4
"1337","CHEMBL362071","COPTISINE",NA,"Small molecule",0,320.32,6
"1338","CHEMBL394119",NA,NA,"Small molecule",0,323.97,4
"1339","CHEMBL479305","SCHLEICHEOL 1","Schleicheol 1","Small molecule",0,444.74,7
"1340","CHEMBL3634982",NA,NA,"Small molecule",0,530.66,2
"1341","CHEMBL504047","5-HYDROXYAURANETIN",NA,"Small molecule",0,388.37,10
"1342","CHEMBL552709",NA,"(-)-Quebrachamine","Small molecule",0,282.43,2
"1343","CHEMBL485777","CUDRAFLAVONE C","Cudraflavone C","Small molecule",0,422.48,14
"1344","CHEMBL483031","CHRYSOSPLENOL C","Chrysosplenol C","Small molecule",0,360.32,4
"1345","CHEMBL503883",NA,"7-Epi-Taxol","Small molecule",0,853.92,4
"1346","CHEMBL483843","CHRYSOSPLENOL E","Chrysosplenol E","Small molecule",0,374.35,1
"1347","CHEMBL478960","MACLURAXANTHONE","Macluraxanthone","Small molecule",0,394.42,21
"1348","CHEMBL252913",NA,"(3S)-Vestitol","Small molecule",0,272.3,8
"1349","CHEMBL518542","SPATHULENOL","(+)-Spathulenol|Spathulenol|Spatulenol","Small molecule",0,220.36,18
"1350","CHEMBL486393","LUPENONE","Lupenone|Lupeone","Small molecule",0,424.71,38
"1351","CHEMBL312862","DEMECOLCINE","C-12669|COLCHAMINE|DEACETYL-N-METHYLCOLCHICINE|DEMECOLCINE|NSC-3096|SUBSTANCE F","Small molecule",0,371.43,34
"1352","CHEMBL458846","RUBRAXANTHONE","Rubraxanthone","Small molecule",0,410.47,14
"1353","CHEMBL242273","SAFROLE","SAFROLE|Safrole|Shikimol","Small molecule",0,162.19,140
"1354","CHEMBL464360","EMODIN 8-O-BETA-D-GLUCOPYRANOSIDE","Emodin 8-glucoside","Small molecule",0,432.38,5
"1355","CHEMBL3589108",NA,NA,"Small molecule",0,552.49,2
"1356","CHEMBL490350",NA,NA,"Small molecule",0,474.46,2
