"","np_id","formula","mw","alogp","mlogp","xlogp","hba","hbd","psa","rotatable_bond","rings","heavy_atom","lipinski_failure"
"2143","NPC293908","C6H14O6",182.08,-2.9402,1.46,-3.896,6,6,121.38,11,0,12,1
"2144","NPC35038","C21H22O6",370.14,0.0112,3.11,1.923,1,3,96.22,10,3,27,0
"2145","NPC228906","C16H20O4",276.14,-0.0125,2.78,2.488,3,0,44.76,6,3,20,0
"2146","NPC58229","C20H22O6",358.14,-0.1617,3,4.059,1,0,63.22,13,2,26,0
"2147","NPC203351","C12H16O6",256.09,-1.1461,2.12,-0.344,3,2,85.22,11,1,18,0
"2148","NPC292419","C30H52O",428.4,2.4864,4.65,13.026,1,1,20.23,9,5,31,1
"2149","NPC80230","C22H22O7",398.14,-0.6687,3.11,2.289,2,0,72.45,7,5,29,0
"2150","NPC7817","C75H124N14O16",1476.93,-2.1714,6.41,9.436,30,14,483.94,67,3,105,4
"2151","NPC142415","C30H48O3",456.36,2.1298,4.43,9.052,3,2,57.53,10,5,33,1
"2152","NPC289670","C35H58O4",542.43,3.4787,4.87,11.727,4,2,66.76,19,5,39,1
"2153","NPC237202","C48H28O30",1084.07,-8.5836,3.44,-2.667,12,17,510.94,17,11,78,2
"2154","NPC86412","C6H14O6",182.08,-2.9402,1.46,-3.896,6,6,121.38,11,0,12,1
"2155","NPC207732","C19H22O6",346.14,-0.8341,2.89,2.022,1,1,74.22,13,2,25,0
"2156","NPC73300","C27H44O8",496.3,-1.7987,3.55,0.32,8,7,158.68,17,4,35,1
"2157","NPC294156","C17H16O4",284.1,-0.7567,2.89,2.833,0,0,36.92,4,4,21,0
"2158","NPC275671","C30H50O4",474.37,1.0984,4.32,8.421,4,4,80.92,15,5,34,1
"2159","NPC282339","C21H26N2O2",338.2,-0.9232,3.33,3.643,4,1,41.57,3,4,25,0
"2160","NPC37709","C30H18O10",538.09,-2.533,3.66,0.496,4,6,189.66,9,6,40,1
"2161","NPC180777","C30H50O2",442.38,2.1268,4.54,10.426,2,1,37.3,9,5,32,1
"2162","NPC253627","C20H28O2",300.21,0.4885,3.44,6.131,1,1,37.3,7,3,22,1
"2163","NPC34770","C14H13NO4",259.08,-0.3095,2.45,1.624,1,0,53.72,6,3,19,0
"2164","NPC192638","C30H50O",426.39,3.2313,4.65,11.901,1,1,20.23,9,5,31,1
